GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,ABZ001,ABZ002,ABZ003,ABZ004,ABZ005,ABZ006
"G3900170","1830","Ohio","390","Butler","0170","Butler",6,3,5,0,0,0
"G3900210","1830","Ohio","390","Champaign","0210","Champaign",0,0,3,0,0,1
"G3900230","1830","Ohio","390","Clark","0230","Clark",5,3,0,0,0,1
"G3900250","1830","Ohio","390","Clermont","0250","Clermont",6,2,6,0,0,0
"G3900270","1830","Ohio","390","Clinton","0270","Clinton",1,0,0,0,0,0
"G3900290","1830","Ohio","390","Columbiana","0290","Columbiana",2,1,0,1,0,0
"G3900310","1830","Ohio","390","Coshocton","0310","Coshocton",7,5,2,0,0,0
"G3900330","1830","Ohio","390","Crawford","0330","Crawford",1,1,0,0,0,0
"G3900350","1830","Ohio","390","Cuyahoga","0350","Cuyahoga",2,1,1,0,0,2
"G3900370","1830","Ohio","390","Darke","0370","Darke",2,2,2,0,0,0
"G3900410","1830","Ohio","390","Delaware","0410","Delaware",2,4,1,0,0,0
"G3900450","1830","Ohio","390","Fairfield","0450","Fairfield",4,5,3,0,0,0
"G3900470","1830","Ohio","390","Fayette","0470","Fayette",0,1,1,0,0,0
"G3900490","1830","Ohio","390","Franklin","0490","Franklin",3,7,0,1,0,0
"G3900530","1830","Ohio","390","Gallia","0530","Gallia",2,1,4,0,0,0
"G3900550","1830","Ohio","390","Geauga","0550","Geauga",1,1,1,0,0,0
"G3900570","1830","Ohio","390","Greene","0570","Greene",3,1,2,0,0,0
"G3900590","1830","Ohio","390","Guernsey","0590","Guernsey",0,0,1,0,0,0
"G3900610","1830","Ohio","390","Hamilton","0610","Hamilton",1,5,12,0,0,0
"G3900630","1830","Ohio","390","Hancock","0630","Hancock",0,0,0,0,0,0
"G3900650","1830","Ohio","390","Hardin","0650","Hardin",0,0,0,0,0,0
"G3900670","1830","Ohio","390","Harrison","0670","Harrison",2,3,1,0,0,0
"G3900690","1830","Ohio","390","Henry","0690","Henry",0,0,1,0,0,0
"G3900710","1830","Ohio","390","Highland","0710","Highland",5,4,2,0,0,0
"G3900730","1830","Ohio","390","Hocking","0730","Hocking",0,1,0,0,0,0
"G3900750","1830","Ohio","390","Holmes","0750","Holmes",1,3,1,0,0,0
"G3900770","1830","Ohio","390","Huron","0770","Huron",4,3,1,0,0,0
"G3900790","1830","Ohio","390","Jackson","0790","Jackson",1,2,1,0,0,0
"G3900810","1830","Ohio","390","Jefferson","0810","Jefferson",2,3,8,0,0,0
"G3900830","1830","Ohio","390","Knox","0830","Knox",3,1,4,0,0,0
"G3900870","1830","Ohio","390","Lawrence","0870","Lawrence",0,0,0,0,0,0
"G3900890","1830","Ohio","390","Licking","0890","Licking",2,5,2,1,0,0
"G3900910","1830","Ohio","390","Logan","0910","Logan",2,1,0,0,0,0
"G3900930","1830","Ohio","390","Lorain","0930","Lorain",1,1,1,0,0,0
"G3900970","1830","Ohio","390","Madison","0970","Madison",2,1,1,0,0,0
"G3901010","1830","Ohio","390","Marion","1010","Marion",2,0,1,1,0,0
"G3901030","1830","Ohio","390","Medina","1030","Medina",1,0,0,0,0,0
"G3901050","1830","Ohio","390","Meigs","1050","Meigs",1,3,1,0,0,0
"G3901070","1830","Ohio","390","Mercer","1070","Mercer",0,0,0,0,0,0
"G3901090","1830","Ohio","390","Miami","1090","Miami",2,1,1,0,0,0
"G3901110","1830","Ohio","390","Monroe","1110","Monroe",0,1,0,0,0,0
"G3901130","1830","Ohio","390","Montgomery","1130","Montgomery",5,4,4,0,0,0
"G3901150","1830","Ohio","390","Morgan","1150","Morgan",2,2,2,0,0,0
"G3901190","1830","Ohio","390","Muskingum","1190","Muskingum",7,5,0,0,0,0
"G3901250","1830","Ohio","390","Paulding","1250","Paulding",0,0,0,0,0,0
"G3901270","1830","Ohio","390","Perry","1270","Perry",2,3,1,0,0,0
"G3901290","1830","Ohio","390","Pickaway","1290","Pickaway",3,1,3,0,0,0
"G3901310","1830","Ohio","390","Pike","1310","Pike",0,2,1,0,0,0
"G3901330","1830","Ohio","390","Portage","1330","Portage",6,1,1,0,0,0
"G3901350","1830","Ohio","390","Preble","1350","Preble",3,5,0,0,0,0
"G3901370","1830","Ohio","390","Putnam","1370","Putnam",0,0,0,0,0,0
"G3901390","1830","Ohio","390","Richland","1390","Richland",4,7,3,0,0,0
"G3901410","1830","Ohio","390","Ross","1410","Ross",4,2,0,1,0,0
"G3901430","1830","Ohio","390","Sandusky","1430","Sandusky",0,0,0,0,0,0
"G3901450","1830","Ohio","390","Scioto","1450","Scioto",0,1,0,0,0,0
"G3901470","1830","Ohio","390","Seneca","1470","Seneca",3,2,2,0,0,0
"G3901490","1830","Ohio","390","Shelby","1490","Shelby",1,0,1,0,0,0
"G3901510","1830","Ohio","390","Stark","1510","Stark",6,16,2,0,0,0
"G3901550","1830","Ohio","390","Trumbull","1550","Trumbull",5,4,4,0,0,0
"G3901570","1830","Ohio","390","Tuscarawas","1570","Tuscarawas",1,2,2,0,0,0
"G3901590","1830","Ohio","390","Union","1590","Union",0,0,0,0,0,0
"G3901610","1830","Ohio","390","Van Wert","1610","Van Wert",0,0,0,0,0,0
"G3901650","1830","Ohio","390","Warren","1650","Warren",1,9,1,0,0,0
"G3901670","1830","Ohio","390","Washington","1670","Washington",1,2,5,0,0,0
"G3901690","1830","Ohio","390","Wayne","1690","Wayne",0,5,6,0,0,0
"G3901710","1830","Ohio","390","Williams","1710","Williams",0,0,0,0,0,0
"G3901730","1830","Ohio","390","Wood","1730","Wood",1,0,0,0,0,0
"G4200010","1830","Pennsylvania","420","Adams","0010","Adams",1,3,10,0,0,0
"G4200030","1830","Pennsylvania","420","Allegheny","0030","Allegheny",16,11,12,3,1,0
"G4200050","1830","Pennsylvania","420","Armstrong","0050","Armstrong",3,6,1,0,0,0
"G4200070","1830","Pennsylvania","420","Beaver","0070","Beaver",5,1,0,0,0,0
"G4200090","1830","Pennsylvania","420","Bedford","0090","Bedford",5,4,5,0,0,0
"G4200110","1830","Pennsylvania","420","Berks","0110","Berks",15,5,12,0,0,0
"G4200150","1830","Pennsylvania","420","Bradford","0150","Bradford",0,1,3,0,1,0
"G4200170","1830","Pennsylvania","420","Bucks","0170","Bucks",2,4,8,0,0,0
"G4200190","1830","Pennsylvania","420","Butler","0190","Butler",0,0,6,0,0,0
"G4200210","1830","Pennsylvania","420","Cambria","0210","Cambria",5,3,0,0,0,0
"G4200270","1830","Pennsylvania","420","Centre","0270","Centre",2,3,2,0,0,0
"G4200290","1830","Pennsylvania","420","Chester","0290","Chester",5,1,9,0,0,0
"G4200330","1830","Pennsylvania","420","Clearfield","0330","Clearfield",3,2,1,0,0,0
"G4200370","1830","Pennsylvania","420","Columbia","0370","Columbia",3,3,4,0,1,0
"G4200390","1830","Pennsylvania","420","Crawford","0390","Crawford",1,0,0,0,0,0
"G4200410","1830","Pennsylvania","420","Cumberland","0410","Cumberland",4,5,10,3,2,0
"G4200430","1830","Pennsylvania","420","Dauphin","0430","Dauphin",1,5,0,0,1,0
"G4200450","1830","Pennsylvania","420","Delaware","0450","Delaware",1,1,1,1,1,0
"G4200490","1830","Pennsylvania","420","Erie","0490","Erie",5,13,6,1,0,1
"G4200510","1830","Pennsylvania","420","Fayette","0510","Fayette",3,5,5,0,0,0
"G4200550","1830","Pennsylvania","420","Franklin","0550","Franklin",2,6,6,0,0,0
"G4200590","1830","Pennsylvania","420","Greene","0590","Greene",5,0,4,0,0,0
"G4200610","1830","Pennsylvania","420","Huntingdon","0610","Huntingdon",11,5,8,0,0,0
"G4200630","1830","Pennsylvania","420","Indiana","0630","Indiana",3,4,5,0,0,0
"G4200650","1830","Pennsylvania","420","Jefferson","0650","Jefferson",1,2,1,0,0,0
"G4200710","1830","Pennsylvania","420","Lancaster","0710","Lancaster",12,10,22,0,1,5
"G4200750","1830","Pennsylvania","420","Lebanon","0750","Lebanon",1,7,14,0,0,0
"G4200770","1830","Pennsylvania","420","Lehigh","0770","Lehigh",5,8,8,1,0,0
"G4200790","1830","Pennsylvania","420","Luzerne","0790","Luzerne",4,6,1,0,0,0
"G4200810","1830","Pennsylvania","420","Lycoming","0810","Lycoming",0,1,3,0,0,0
"G4200830","1830","Pennsylvania","420","McKean","0830","Mckean",0,1,1,0,0,0
"G4200850","1830","Pennsylvania","420","Mercer","0850","Mercer",2,3,6,0,0,0
"G4200870","1830","Pennsylvania","420","Mifflin","0870","Mifflin",2,6,4,0,0,0
"G4200910","1830","Pennsylvania","420","Montgomery","0910","Montgomery",7,8,12,1,0,0
"G4200950","1830","Pennsylvania","420","Northampton","0950","Northampton",2,9,7,0,0,0
"G4200970","1830","Pennsylvania","420","Northumberland","0970","Northumberland",1,2,3,0,0,0
"G4200990","1830","Pennsylvania","420","Perry","0990","Perry",1,2,8,0,0,0
"G4201010","1830","Pennsylvania","420","Philadelphia","1010","Philadelphia",45,67,11,2,3,7
"G4201030","1830","Pennsylvania","420","Pike","1030","Pike",0,0,0,0,0,0
"G4201050","1830","Pennsylvania","420","Potter","1050","Potter",0,0,0,0,0,0
"G4201070","1830","Pennsylvania","420","Schuylkill","1070","Schuylkill",6,4,4,0,0,0
"G4201110","1830","Pennsylvania","420","Somerset","1110","Somerset",2,3,1,0,0,0
"G4201150","1830","Pennsylvania","420","Susquehanna","1150","Susquehanna",2,2,0,0,0,0
"G4201170","1830","Pennsylvania","420","Tioga","1170","Tioga",0,3,1,0,0,0
"G4201190","1830","Pennsylvania","420","Union","1190","Union",6,5,3,0,0,0
"G4201210","1830","Pennsylvania","420","Venango","1210","Venango",0,2,7,0,0,0
"G4201230","1830","Pennsylvania","420","Warren","1230","Warren",1,1,0,0,0,0
"G4201250","1830","Pennsylvania","420","Washington","1250","Washington",5,13,3,0,1,2
"G4201270","1830","Pennsylvania","420","Wayne","1270","Wayne",0,3,0,0,0,0
"G4201290","1830","Pennsylvania","420","Westmoreland","1290","Westmoreland",9,15,7,0,0,0
"G4201330","1830","Pennsylvania","420","York","1330","York",9,5,10,0,0,0
"G4400010","1830","Rhode Island","440","Bristol","0010","Bristol",0,3,0,0,0,0
"G4400030","1830","Rhode Island","440","Kent","0030","Kent",0,0,2,2,1,0
"G4400050","1830","Rhode Island","440","Newport","0050","Newport",3,9,3,0,0,0
"G4400070","1830","Rhode Island","440","Providence","0070","Providence",2,5,13,0,0,0
"G4400090","1830","Rhode Island","440","Washington","0090","Washington",1,5,10,0,1,0
"G4500010","1830","South Carolina","450","Abbeville","0010","Abbeville",1,3,0,0,1,0
"G4500070","1830","South Carolina","450","Anderson","0070","Anderson",7,3,6,0,1,0
"G4500110","1830","South Carolina","450","Barnwell","0110","Barnwell",1,3,2,0,5,1
"G4500130","1830","South Carolina","450","Beaufort","0130","Beaufort",2,0,0,0,2,3
"G4500190","1830","South Carolina","450","Charleston","0190","Charleston",2,1,1,2,2,6
"G4500230","1830","South Carolina","450","Chester","0230","Chester",2,4,1,1,1,2
"G4500250","1830","South Carolina","450","Chesterfield","0250","Chesterfield",2,1,1,0,1,0
"G4500290","1830","South Carolina","450","Colleton","0290","Colleton",0,0,0,0,3,3
"G4500310","1830","South Carolina","450","Darlington","0310","Darlington",3,0,2,1,0,4
"G4500370","1830","South Carolina","450","Edgefield","0370","Edgefield",0,1,3,0,0,1
"G4500390","1830","South Carolina","450","Fairfield","0390","Fairfield",0,0,0,0,1,0
"G4500430","1830","South Carolina","450","Georgetown","0430","Georgetown",0,0,0,0,0,1
"G4500450","1830","South Carolina","450","Greenville","0450","Greenville",6,4,4,0,0,0
"G4500510","1830","South Carolina","450","Horry","0510","Horry",3,0,1,0,0,0
"G4500550","1830","South Carolina","450","Kershaw","0550","Kershaw",2,1,2,1,0,0
"G4500570","1830","South Carolina","450","Lancaster","0570","Lancaster",1,3,4,0,0,0
"G4500590","1830","South Carolina","450","Laurens","0590","Laurens",0,1,2,0,0,0
"G4500630","1830","South Carolina","450","Lexington","0630","Lexington",0,4,1,0,0,0
"G4500670","1830","South Carolina","450","Marion","0670","Marion",0,1,2,0,0,0
"G4500690","1830","South Carolina","450","Marlboro","0690","Marlboro",0,0,0,0,0,0
"G4500710","1830","South Carolina","450","Newberry","0710","Newberry",0,0,5,0,3,1
"G4500750","1830","South Carolina","450","Orangeburg","0750","Orangeburg",0,3,3,0,0,7
"G4500770","1830","South Carolina","450","Pickens","0770","Pickens",6,1,4,0,0,0
"G4500790","1830","South Carolina","450","Richland","0790","Richland",0,0,0,0,0,0
"G4500830","1830","South Carolina","450","Spartanburg","0830","Spartanburg",7,4,8,0,1,2
"G4500850","1830","South Carolina","450","Sumter","0850","Sumter",1,5,1,1,1,2
"G4500870","1830","South Carolina","450","Union","0870","Union",10,1,2,0,5,0
"G4500890","1830","South Carolina","450","Williamsburg","0890","Williamsburg",0,0,0,0,0,0
"G4500910","1830","South Carolina","450","York","0910","York",4,8,7,3,0,0
"G4700010","1830","Tennessee","470","Anderson","0010","Anderson",1,0,0,0,0,0
"G4700030","1830","Tennessee","470","Bedford","0030","Bedford",0,3,2,0,0,2
"G4700070","1830","Tennessee","470","Bledsoe","0070","Bledsoe",1,0,0,0,0,0
"G4700090","1830","Tennessee","470","Blount","0090","Blount",2,1,0,1,1,0
"G4700130","1830","Tennessee","470","Campbell","0130","Campbell",0,0,0,0,0,0
"G4700170","1830","Tennessee","470","Carroll","0170","Carroll",1,1,0,0,0,0
"G4700190","1830","Tennessee","470","Carter","0190","Carter",0,1,0,0,0,0
"G4700250","1830","Tennessee","470","Claiborne","0250","Claiborne",0,0,0,0,0,0
"G4700290","1830","Tennessee","470","Cocke","0290","Cocke",1,0,0,0,0,0
"G4700370","1830","Tennessee","470","Davidson","0370","Davidson",1,0,0,0,2,0
"G4700430","1830","Tennessee","470","Dickson","0430","Dickson",1,0,1,0,0,0
"G4700450","1830","Tennessee","470","Dyer","0450","Dyer",0,0,1,0,0,0
"G4700470","1830","Tennessee","470","Fayette","0470","Fayette",1,2,0,0,0,0
"G4700490","1830","Tennessee","470","Fentress","0490","Fentress",2,0,2,0,0,0
"G4700510","1830","Tennessee","470","Franklin","0510","Franklin",1,2,2,1,0,0
"G4700530","1830","Tennessee","470","Gibson","0530","Gibson",3,0,0,0,0,0
"G4700550","1830","Tennessee","470","Giles","0550","Giles",2,2,1,0,0,0
"G4700570","1830","Tennessee","470","Grainger","0570","Grainger",0,0,1,0,0,0
"G4700590","1830","Tennessee","470","Greene","0590","Greene",1,4,0,1,0,0
"G4700650","1830","Tennessee","470","Hamilton","0650","Hamilton",0,0,0,0,0,0
"G4700690","1830","Tennessee","470","Hardeman","0690","Hardeman",1,3,2,0,0,0
"G4700710","1830","Tennessee","470","Hardin","0710","Hardin",1,0,0,0,0,0
"G4700730","1830","Tennessee","470","Hawkins","0730","Hawkins",3,2,4,1,0,0
"G4700750","1830","Tennessee","470","Haywood","0750","Haywood",0,0,0,0,1,1
"G4700770","1830","Tennessee","470","Henderson","0770","Henderson",0,0,2,0,0,0
"G4700790","1830","Tennessee","470","Henry","0790","Henry",1,0,0,0,0,0
"G4700810","1830","Tennessee","470","Hickman","0810","Hickman",1,0,0,1,0,2
"G4700850","1830","Tennessee","470","Humphreys","0850","Humphreys",3,0,1,0,0,0
"G4700870","1830","Tennessee","470","Jackson","0870","Jackson",0,0,0,0,0,0
"G4700890","1830","Tennessee","470","Jefferson","0890","Jefferson",2,1,2,0,0,0
"G4700930","1830","Tennessee","470","Knox","0930","Knox",0,3,1,0,0,0
"G4700990","1830","Tennessee","470","Lawrence","0990","Lawrence",2,0,1,0,0,0
"G4701030","1830","Tennessee","470","Lincoln","1030","Lincoln",7,3,1,1,1,0
"G4701070","1830","Tennessee","470","McMinn","1070","Mcminn",0,0,2,0,0,0
"G4701090","1830","Tennessee","470","McNairy","1090","Mcnairy",0,0,0,0,0,0
"G4701130","1830","Tennessee","470","Madison","1130","Madison",0,1,1,0,0,0
"G4701150","1830","Tennessee","470","Marion","1150","Marion",1,1,1,0,0,0
"G4701190","1830","Tennessee","470","Maury","1190","Maury",0,0,0,0,0,0
"G4701230","1830","Tennessee","470","Monroe","1230","Monroe",2,1,2,0,0,0
"G4701250","1830","Tennessee","470","Montgomery","1250","Montgomery",0,2,1,0,1,1
"G4701290","1830","Tennessee","470","Morgan","1290","Morgan",0,0,0,0,0,0
"G4701310","1830","Tennessee","470","Obion","1310","Obion",0,0,0,0,0,0
"G4701330","1830","Tennessee","470","Overton","1330","Overton",1,1,4,0,0,0
"G4701350","1830","Tennessee","470","Perry","1350","Perry",0,0,0,0,0,0
"G4701430","1830","Tennessee","470","Rhea","1430","Rhea",0,0,0,0,0,0
"G4701450","1830","Tennessee","470","Roane","1450","Roane",2,2,1,0,0,0
"G4701470","1830","Tennessee","470","Robertson","1470","Robertson",0,2,4,0,0,0
"G4701490","1830","Tennessee","470","Rutherford","1490","Rutherford",0,0,2,2,1,0
"G4701550","1830","Tennessee","470","Sevier","1550","Sevier",0,2,2,0,0,0
"G4701570","1830","Tennessee","470","Shelby","1570","Shelby",0,0,0,0,0,0
"G4701590","1830","Tennessee","470","Smith","1590","Smith",3,3,1,1,1,0
"G4701610","1830","Tennessee","470","Stewart","1610","Stewart",0,0,0,0,0,0
"G4701630","1830","Tennessee","470","Sullivan","1630","Sullivan",1,0,0,0,0,0
"G4701650","1830","Tennessee","470","Sumner","1650","Sumner",2,4,2,2,1,0
"G4701670","1830","Tennessee","470","Tipton","1670","Tipton",0,1,1,0,0,0
"G4701770","1830","Tennessee","470","Warren","1770","Warren",0,1,1,0,0,0
"G4701790","1830","Tennessee","470","Washington","1790","Washington",1,3,1,0,0,0
"G4701810","1830","Tennessee","470","Wayne","1810","Wayne",5,1,0,0,0,0
"G4701830","1830","Tennessee","470","Weakley","1830","Weakley",1,1,0,1,0,0
"G4701850","1830","Tennessee","470","White","1850","White",0,0,0,0,0,0
"G4701870","1830","Tennessee","470","Williamson","1870","Williamson",0,0,1,0,0,0
"G4701890","1830","Tennessee","470","Wilson","1890","Wilson",1,5,3,1,0,0
"G5000010","1830","Vermont","500","Addison","0010","Addison",1,6,2,0,0,0
"G5000030","1830","Vermont","500","Bennington","0030","Bennington",4,1,5,0,0,0
"G5000050","1830","Vermont","500","Caledonia","0050","Caledonia",0,6,8,0,0,0
"G5000070","1830","Vermont","500","Chittenden","0070","Chittenden",2,3,2,0,0,0
"G5000090","1830","Vermont","500","Essex","0090","Essex",1,2,3,0,0,0
"G5000110","1830","Vermont","500","Franklin","0110","Franklin",4,3,5,0,0,0
"G5000130","1830","Vermont","500","Grand Isle","0130","Grand Isle",0,0,0,0,0,0
"G5000170","1830","Vermont","500","Orange","0170","Orange",11,5,10,0,0,0
"G5000190","1830","Vermont","500","Orleans","0190","Orleans",2,7,2,0,0,0
"G5000210","1830","Vermont","500","Rutland","0210","Rutland",5,7,5,3,0,1
"G5000230","1830","Vermont","500","Washington","0230","Washington",1,4,8,0,0,0
"G5000250","1830","Vermont","500","Windham","0250","Windham",5,3,2,0,0,0
"G5000270","1830","Vermont","500","Windsor","0270","Windsor",3,12,3,0,0,1
"G5100010","1830","Virginia","510","Accomack","0010","Accomack",7,2,10,2,0,2
"G5100030","1830","Virginia","510","Albemarle","0030","Albemarle",2,3,1,0,0,1
"G5100050","1830","Virginia","510","Alleghany","0050","Alleghany",0,2,0,0,0,0
"G5100070","1830","Virginia","510","Amelia","0070","Amelia",0,1,0,1,0,0
"G5100090","1830","Virginia","510","Amherst","0090","Amherst",3,0,1,1,0,1
"G5100150","1830","Virginia","510","Augusta","0150","Augusta",1,0,4,4,4,1
"G5100170","1830","Virginia","510","Bath","0170","Bath",0,0,2,0,0,0
"G5100190","1830","Virginia","510","Bedford","0190","Bedford",5,4,3,1,4,2
"G5100195","1830","Virginia","510","Berkeley","0195","Berkeley",2,1,1,1,0,0
"G5100230","1830","Virginia","510","Botetourt","0230","Botetourt",1,2,2,0,0,0
"G5100237","1830","Virginia","510","Brooke","0237","Brooke",0,0,2,0,1,0
"G5100250","1830","Virginia","510","Brunswick","0250","Brunswick",5,0,4,0,1,0
"G5100290","1830","Virginia","510","Buckingham","0290","Buckingham",0,2,0,0,0,0
"G5100293","1830","Virginia","510","Cabell","0293","Cabell",1,0,2,0,0,0
"G5100310","1830","Virginia","510","Campbell","0310","Campbell",1,0,0,1,0,1
"G5100330","1830","Virginia","510","Caroline","0330","Caroline",0,1,0,0,0,0
"G5100360","1830","Virginia","510","Charles City","0360","Charles City",0,1,0,0,0,0
"G5100370","1830","Virginia","510","Charlotte","0370","Charlotte",1,1,3,0,0,0
"G5100410","1830","Virginia","510","Chesterfield","0410","Chesterfield",1,1,3,2,0,1
"G5100470","1830","Virginia","510","Culpeper","0470","Culpeper",1,2,2,1,0,0
"G5100490","1830","Virginia","510","Cumberland","0490","Cumberland",0,0,0,0,2,0
"G5100530","1830","Virginia","510","Dinwiddie","0530","Dinwiddie",0,0,0,2,0,2
"G5100550","1830","Virginia","510","Elizabeth City","0550","Elizabeth City",0,0,0,0,0,0
"G5100570","1830","Virginia","510","Essex","0570","Essex",0,3,1,0,1,1
"G5100590","1830","Virginia","510","Fairfax","0590","Fairfax",1,0,1,2,0,0
"G5100610","1830","Virginia","510","Fauquier","0610","Fauquier",1,2,3,0,0,0
"G5100650","1830","Virginia","510","Fluvanna","0650","Fluvanna",1,0,1,0,1,0
"G5100670","1830","Virginia","510","Franklin","0670","Franklin",3,2,0,0,2,2
"G5100690","1830","Virginia","510","Frederick","0690","Frederick",3,4,3,2,1,2
"G5100710","1830","Virginia","510","Giles","0710","Giles",2,0,0,0,0,0
"G5100730","1830","Virginia","510","Gloucester","0730","Gloucester",0,0,0,1,4,2
"G5100750","1830","Virginia","510","Goochland","0750","Goochland",0,3,5,1,1,0
"G5100770","1830","Virginia","510","Grayson","0770","Grayson",0,0,2,0,0,0
"G5100775","1830","Virginia","510","Greenbrier","0775","Greenbrier",2,1,2,0,0,0
"G5100810","1830","Virginia","510","Greensville","0810","Greensville",1,0,1,1,0,1
"G5100830","1830","Virginia","510","Halifax","0830","Halifax",0,2,2,3,1,0
"G5100833","1830","Virginia","510","Hampshire","0833","Hampshire",2,7,3,0,0,0
"G5100850","1830","Virginia","510","Hanover","0850","Hanover",1,0,0,1,0,4
"G5100853","1830","Virginia","510","Hardy","0853","Hardy",0,1,1,0,0,1
"G5100857","1830","Virginia","510","Harrison","0857","Harrison",1,1,3,0,0,0
"G5100870","1830","Virginia","510","Henrico","0870","Henrico",0,0,1,0,1,0
"G5100890","1830","Virginia","510","Henry","0890","Henry",2,3,1,0,1,0
"G5100930","1830","Virginia","510","Isle Of Wight","0930","Isle Of Wight",0,0,3,1,0,0
"G5100950","1830","Virginia","510","James City","0950","James City",0,0,2,0,0,0
"G5100953","1830","Virginia","510","Jefferson","0953","Jefferson",1,1,2,1,0,2
"G5100957","1830","Virginia","510","Kanawha","0957","Kanawha",3,0,2,0,0,0
"G5100970","1830","Virginia","510","King And Queen","0970","King And Queen",4,0,0,1,0,2
"G5100990","1830","Virginia","510","King George","0990","King George",0,0,0,1,0,0
"G5101010","1830","Virginia","510","King William","1010","King William",0,0,0,0,0,2
"G5101030","1830","Virginia","510","Lancaster","1030","Lancaster",0,0,0,0,0,0
"G5101050","1830","Virginia","510","Lee","1050","Lee",0,0,0,0,0,0
"G5101053","1830","Virginia","510","Lewis","1053","Lewis",1,0,0,0,0,0
"G5101057","1830","Virginia","510","Logan","1057","Logan",0,0,2,0,0,0
"G5101070","1830","Virginia","510","Loudoun","1070","Loudoun",5,6,5,0,1,0
"G5101090","1830","Virginia","510","Louisa","1090","Louisa",0,4,1,2,0,1
"G5101110","1830","Virginia","510","Lunenburg","1110","Lunenburg",0,1,1,1,0,0
"G5101130","1830","Virginia","510","Madison","1130","Madison",0,0,0,1,0,0
"G5101137","1830","Virginia","510","Mason","1137","Mason",4,0,1,0,0,0
"G5101150","1830","Virginia","510","Matthews","1150","Matthews",0,2,2,0,2,0
"G5101170","1830","Virginia","510","Mecklenburg","1170","Mecklenburg",0,1,0,4,0,0
"G5101190","1830","Virginia","510","Middlesex","1190","Middlesex",0,0,0,0,0,0
"G5101193","1830","Virginia","510","Monongalia","1193","Monongalia",8,14,4,0,0,0
"G5101197","1830","Virginia","510","Monroe","1197","Monroe",1,1,0,0,0,0
"G5101210","1830","Virginia","510","Montgomery","1210","Montgomery",2,1,1,1,0,0
"G5101215","1830","Virginia","510","Morgan","1215","Morgan",0,0,0,0,0,0
"G5101230","1830","Virginia","510","Nansemond","1230","Nansemond",1,0,0,0,1,0
"G5101250","1830","Virginia","510","Nelson","1250","Nelson",2,0,1,0,0,0
"G5101270","1830","Virginia","510","New Kent","1270","New Kent",1,0,0,0,0,1
"G5101275","1830","Virginia","510","Nicholas","1275","Nicholas",0,0,0,0,0,0
"G5101290","1830","Virginia","510","Norfolk","1290","Norfolk",0,0,4,1,2,0
"G5101310","1830","Virginia","510","Northampton","1310","Northampton",0,3,1,0,0,1
"G5101330","1830","Virginia","510","Northumberland","1330","Northumberland",0,1,0,0,1,0
"G5101350","1830","Virginia","510","Nottoway","1350","Nottoway",2,0,3,0,0,0
"G5101355","1830","Virginia","510","Ohio","1355","Ohio",0,3,4,0,0,0
"G5101370","1830","Virginia","510","Orange","1370","Orange",1,0,4,0,0,0
"G5101410","1830","Virginia","510","Patrick","1410","Patrick",1,2,0,0,0,0
"G5101415","1830","Virginia","510","Pendleton","1415","Pendleton",1,0,1,0,0,0
"G5101430","1830","Virginia","510","Pittsylvania","1430","Pittsylvania",5,1,3,1,0,0
"G5101437","1830","Virginia","510","Pocahontas","1437","Pocahontas",1,0,1,0,0,0
"G5101450","1830","Virginia","510","Powhatan","1450","Powhatan",1,0,0,0,1,0
"G5101455","1830","Virginia","510","Preston","1455","Preston",5,2,1,0,0,0
"G5101470","1830","Virginia","510","Prince Edward","1470","Prince Edward",0,2,0,2,1,0
"G5101490","1830","Virginia","510","Prince George","1490","Prince George",0,0,3,0,1,1
"G5101510","1830","Virginia","510","Princess Anne","1510","Princess Anne",0,2,1,0,0,0
"G5101530","1830","Virginia","510","Prince William","1530","Prince William",0,1,1,0,0,0
"G5101557","1830","Virginia","510","Randolph","1557","Randolph",1,2,2,0,0,0
"G5101590","1830","Virginia","510","Richmond","1590","Richmond",1,0,0,1,0,0
"G5101630","1830","Virginia","510","Rockbridge","1630","Rockbridge",2,0,1,0,0,0
"G5101650","1830","Virginia","510","Rockingham","1650","Rockingham",0,1,9,0,0,0
"G5101670","1830","Virginia","510","Russell","1670","Russell",1,2,1,0,0,0
"G5101690","1830","Virginia","510","Scott","1690","Scott",1,0,0,0,0,0
"G5101710","1830","Virginia","510","Shenandoah","1710","Shenandoah",5,5,12,2,0,0
"G5101750","1830","Virginia","510","Southampton","1750","Southampton",1,2,0,2,0,0
"G5101770","1830","Virginia","510","Spotsylvania","1770","Spotsylvania",0,2,4,0,1,1
"G5101790","1830","Virginia","510","Stafford","1790","Stafford",0,0,2,0,0,0
"G5101810","1830","Virginia","510","Surry","1810","Surry",2,0,1,0,1,1
"G5101830","1830","Virginia","510","Sussex","1830","Sussex",2,1,0,2,2,0
"G5101850","1830","Virginia","510","Tazewell","1850","Tazewell",0,0,0,0,0,0
"G5101855","1830","Virginia","510","Tyler","1855","Tyler",0,2,0,0,0,0
"G5101890","1830","Virginia","510","Warwick","1890","Warwick",0,0,0,0,0,0
"G5101910","1830","Virginia","510","Washington","1910","Washington",7,1,2,0,0,0
"G5101930","1830","Virginia","510","Westmoreland","1930","Westmoreland",2,0,5,0,0,1
"G5101953","1830","Virginia","510","Wood","1953","Wood",3,0,2,0,0,0
"G5101970","1830","Virginia","510","Wythe","1970","Wythe",0,0,1,0,1,0
